contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,CDA,Partij van de Ouderen (P.v.d.O.),DENK,Platform Amsterdam,destemvandestraat,Piratenpartij Amsterdam,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie,U-Buntu Connected Front UCF,Basisinkomen Partij (BIpartij),"blanco (van Oudenallen, H.F.M.)",Partij voor Iedereen,ChristenUnie,Amsterdam BIJ1,SAMEN Alle Mensen Één Nederland (SAMEN),Anti-Scooter Partij,Blije Burgers,Carryonthemove,QUEER,50PLUS,De Republikeinse Politieke Partij,28
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Hogeschool Ipabo,0363::SB503,,1511,723,6,17,0,0,0,641,104,0,1,0,0,0,745,108,57,46,36,99,26,15,6,263,5,2,3,2,28,2,2,1,2,7,6,1,0,0,0,0,5,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Hogeschool Ipabo,0363::SB504,,1489,735,10,9,0,6,0,642,118,0,0,6,0,0,760,117,55,58,41,108,30,5,3,249,2,0,5,3,21,3,0,0,2,13,13,0,0,1,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau MC Slotervaart,0363::SB505,,1331,588,9,5,0,0,0,568,34,0,0,0,0,0,602,97,47,42,30,149,46,13,7,66,3,1,18,0,30,3,1,0,0,8,15,5,2,0,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Calvijn College,0363::SB506,,1626,752,4,8,8,0,0,690,66,0,8,0,0,0,756,147,64,86,41,145,37,20,12,87,1,2,14,2,53,2,1,0,0,21,6,1,1,0,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Alexander Roozendaalschool,0363::SB508,,1158,459,1,10,0,4,0,417,49,0,4,0,0,0,466,66,58,37,24,80,16,13,6,97,0,0,8,1,19,1,0,5,0,12,11,0,0,0,0,0,4,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Westcord Fashion Hotel Amsterdam,0363::SB509,,1524,702,5,6,0,2,0,648,67,0,0,2,0,0,715,160,49,165,10,105,34,34,4,44,4,1,9,0,45,0,0,0,0,7,12,0,6,3,0,1,8,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede school Fiep Westendorp,0363::SB510,,1422,578,2,2,0,3,0,555,30,0,0,3,0,0,585,91,60,63,42,136,33,19,9,32,1,4,7,2,36,0,1,1,0,14,12,1,0,2,0,0,10,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede school Fiep Westendorp,0363::SB511,,1437,608,2,4,0,3,0,589,28,0,0,3,0,0,617,101,58,92,27,133,40,15,8,68,0,4,9,0,32,1,1,0,0,4,8,2,0,0,0,0,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede school Fiep Westendorp,0363::SB512,,1387,548,3,7,0,0,0,511,48,1,0,1,0,0,559,103,43,43,23,106,26,15,7,123,0,1,4,2,29,0,2,0,0,9,6,3,0,0,0,1,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau R.K. Basisschool De Mijlpaal,0363::SB513,,1226,632,4,4,0,4,0,584,60,0,0,4,0,0,644,85,73,62,49,83,24,29,25,68,0,4,11,0,59,0,1,0,0,16,9,6,1,0,0,1,26,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau R.K. Basisschool De Mijlpaal,0363::SB514,,1254,637,8,0,0,0,0,568,77,0,0,0,0,0,645,62,89,53,60,101,23,31,23,64,0,0,5,2,71,2,1,0,0,11,12,6,1,0,0,0,20,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dependance De Mijlpaal,0363::SB515,,1184,742,8,3,0,3,0,679,77,0,0,3,0,0,756,88,97,86,50,119,46,35,30,41,1,2,7,0,70,2,0,1,0,9,9,10,0,0,1,1,36,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dependance De Mijlpaal,0363::SB516,,1184,731,0,3,0,0,0,651,82,0,1,0,1,0,733,83,94,96,46,105,48,29,27,46,1,2,10,0,85,1,1,0,0,14,8,13,0,0,0,0,22,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cordaan de Oostoever,0363::SB517,,1579,730,1,3,0,3,0,669,68,0,0,3,0,0,737,86,120,52,60,154,42,35,38,31,0,1,5,3,46,1,0,1,0,16,11,4,0,0,0,0,24,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cordaan,0363::SB518,,1447,775,11,10,0,2,0,689,105,0,2,0,0,0,794,76,84,51,46,116,37,16,18,231,3,1,6,1,37,6,0,1,0,11,11,6,2,0,1,0,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Woon- en Zorgcentrum De Riekerhof,0363::SB520,,1357,601,5,6,0,0,0,584,28,0,0,0,0,0,612,105,47,75,34,109,27,22,13,118,1,1,0,0,26,0,0,0,0,9,6,2,0,2,0,2,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Regenbooggemeente,0363::SB521,,1403,528,5,11,0,0,0,505,39,0,0,0,0,0,544,64,50,43,63,86,20,23,28,58,0,1,3,0,39,1,0,0,1,18,11,4,2,0,0,1,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Regenbooggemeente,0363::SB522,,1396,503,2,5,0,0,0,457,55,2,0,2,0,0,512,43,60,34,53,76,42,24,18,59,1,2,1,0,39,2,0,0,0,16,6,4,2,0,1,0,17,2,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Meervoud,0363::SB523,,1265,651,5,2,0,0,0,605,53,0,0,0,0,0,658,127,51,87,30,147,35,20,6,65,1,1,7,2,33,2,1,0,1,11,14,1,2,0,0,3,2,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Meervoud,0363::SB524,,1288,554,1,10,0,0,0,503,62,0,0,0,0,0,565,72,46,53,36,112,26,15,7,119,2,0,3,1,21,1,0,0,0,16,8,7,0,0,0,0,7,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Leger des Heils De Kandelaar,0363::SB525,,1240,462,16,3,0,0,0,422,59,0,0,0,0,0,481,41,39,23,28,79,26,11,20,129,1,1,7,0,21,0,1,0,1,13,7,5,0,0,0,0,8,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Leger des Heils De Kandelaar,0363::SB526,,1274,425,6,1,0,0,0,387,43,1,2,0,1,0,430,39,33,22,23,53,33,15,14,116,3,0,4,0,28,3,2,1,0,10,7,0,1,2,0,0,15,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtkamer Tante Ali,0363::SB527,,1444,476,4,6,0,0,0,416,70,0,0,0,0,0,486,40,38,22,26,43,15,8,15,203,1,2,1,1,26,1,2,1,1,11,13,1,1,1,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stichting De Brug,0363::SB528,,1219,441,7,4,1,0,0,402,51,0,0,1,0,0,453,28,43,25,43,52,11,19,26,94,2,0,2,1,57,2,1,1,0,15,4,3,0,0,0,0,11,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stichting De Brug,0363::SB529,,1205,425,2,1,0,0,0,393,35,0,0,0,0,0,428,22,58,29,39,48,24,22,30,78,1,1,4,0,35,0,0,0,0,12,6,3,2,0,0,0,10,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Al Wafa Islamitische Basisschool,0363::SB531,,1843,636,18,20,0,4,0,605,73,0,0,4,0,0,678,51,48,43,54,106,38,12,19,187,1,2,6,1,32,0,0,0,4,10,9,0,1,1,1,0,9,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Veerkracht,0363::SB536,,1696,400,1,2,0,2,0,344,61,0,0,2,0,0,405,17,43,20,22,36,19,6,10,162,2,3,1,2,26,4,1,0,1,14,7,0,0,0,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Woonzorgcentrum Nieuw Geuzenveld,0363::SB537,,1727,828,9,10,0,1,0,750,98,0,0,1,0,0,848,55,75,72,60,72,38,25,54,184,6,2,7,3,107,1,1,1,1,18,9,2,0,1,0,0,31,2,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 't Koggeschip Katholieke Basisschool,0363::SB538,,1562,673,6,10,0,1,0,553,137,0,0,1,0,0,690,49,54,22,30,59,13,13,12,358,5,0,4,1,23,1,0,0,0,13,5,1,0,0,0,0,9,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBA Slotermeer,0363::SB539,,1758,871,16,13,0,1,0,809,94,2,0,3,0,0,903,58,70,45,74,87,37,19,23,342,4,4,7,0,43,1,1,0,1,26,13,3,0,0,1,0,11,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Tuinstadhuis Geuzenveld,0363::SB540,,1473,720,2,8,0,1,0,617,114,0,0,1,0,0,731,58,67,33,54,115,25,17,24,203,1,1,12,1,44,4,3,0,2,15,25,4,0,1,1,0,9,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Tuinstadhuis Geuzenveld,0363::SB541,,1470,611,6,17,0,0,0,568,66,0,0,0,0,0,634,48,47,40,52,88,28,20,23,188,1,1,4,3,39,2,0,0,0,9,5,0,0,0,0,0,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Timotheusschool,0363::SB542,,994,318,3,3,1,0,0,292,31,0,1,0,0,0,323,19,16,13,18,32,8,4,2,173,1,1,3,0,9,0,1,0,0,5,10,0,0,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Timotheusschool,0363::SB543,,1038,318,5,5,0,1,0,288,39,0,1,0,0,0,327,26,23,13,18,23,11,3,2,164,1,0,2,0,13,0,0,0,0,6,7,2,0,0,0,0,3,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau SBO De Kans,0363::SB544,,1365,462,5,6,0,1,0,421,51,0,1,0,0,0,472,31,30,28,36,51,18,9,10,175,4,2,3,0,41,1,0,0,0,5,8,1,1,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau SBO De Kans,0363::SB545,,1386,402,8,8,0,0,0,373,45,0,0,0,0,0,418,43,30,22,31,46,19,3,16,143,0,0,4,0,23,1,0,0,1,10,5,2,0,1,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Munduscollege,0363::SB546,,1541,589,8,7,0,0,0,573,31,0,0,0,0,0,604,61,59,50,50,109,41,18,30,69,6,0,7,1,41,2,1,2,0,14,10,3,0,0,1,0,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Amsta De Raak,0363::SB547,,1596,436,6,5,0,0,0,370,77,0,0,0,0,0,447,31,38,19,37,29,12,7,10,181,2,1,2,0,35,0,1,0,0,11,3,10,1,0,0,1,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Noordmansschool,0363::SB548,,1361,674,2,8,1,0,0,624,64,3,0,4,0,0,688,65,61,40,68,129,34,10,13,172,2,1,1,1,35,0,0,1,2,12,12,4,0,1,0,1,8,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau PlusPunt Eigenwijks Geuzenveld,0363::SB550,,1287,693,12,8,0,4,0,627,90,0,0,4,0,0,717,55,61,32,52,76,15,19,13,263,6,2,12,1,28,0,1,1,4,18,18,5,0,0,0,0,10,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Oase/De Bron,0363::SB551,,2118,507,4,6,0,0,0,479,39,1,0,1,0,0,518,57,44,26,43,112,27,17,10,72,0,0,6,1,37,0,3,0,0,38,3,2,2,0,0,0,6,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pieter Jelles Troelstraschool,0363::SB555,,1298,456,4,2,0,0,0,435,27,0,0,0,0,0,462,24,47,26,38,29,16,11,29,160,4,2,2,3,35,1,1,0,0,9,5,2,0,0,1,3,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Meininger Hotel,0363::SB556,,627,434,1,4,0,0,0,418,21,0,0,0,0,0,439,92,28,38,32,121,39,14,1,7,1,0,13,0,30,0,0,0,0,4,10,1,1,1,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pieter Jelles Troelstraschool,0363::SB559,,1275,453,4,4,0,0,0,400,61,0,0,0,0,0,461,39,39,26,21,28,16,8,24,199,0,1,6,0,31,1,0,0,0,3,4,0,0,0,1,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dutch Design Hotel,0363::SB560,,835,553,3,1,0,0,0,504,56,3,0,3,0,0,560,67,65,122,19,85,26,57,17,5,0,0,2,2,51,0,1,1,1,15,3,4,0,0,0,0,9,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Hotelschool The Hague,0363::SB561,,1353,382,2,5,0,0,0,364,25,0,0,0,0,0,389,83,26,55,15,78,22,6,1,44,0,0,3,0,37,0,0,0,0,3,4,1,1,0,0,0,1,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stadsdeel Kantoor Amsterdam-Noord,0363::SB600,,1162,707,5,6,2,0,0,692,28,0,0,2,0,0,720,91,78,44,56,144,43,19,40,51,9,3,9,0,47,0,0,0,1,23,29,5,1,0,1,1,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede Mgr. Bekkersschool,0363::SB601,,1160,447,8,7,0,0,0,410,48,0,4,0,4,0,458,29,42,31,27,55,16,27,17,139,7,0,0,2,20,2,1,0,1,14,8,1,0,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Evean Korthagenhuis,0363::SB602,,1196,618,0,3,0,0,0,564,57,0,0,0,0,0,621,50,84,68,56,58,36,42,53,30,6,0,2,1,68,3,1,0,2,32,4,1,0,1,0,1,17,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Tolhuis,0363::SB603,,1002,498,1,1,0,5,0,453,41,0,6,0,1,0,494,101,52,50,25,128,38,16,6,16,0,1,6,0,35,1,1,0,1,5,11,2,0,0,1,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Schouw,0363::SB604,,946,504,5,5,0,0,0,479,35,0,0,0,0,0,514,44,76,57,51,59,28,20,44,28,3,3,6,1,44,0,0,0,0,11,3,2,0,1,0,0,23,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau ASV De Dijk,0363::SB605,,687,396,1,1,0,0,0,353,46,1,0,1,0,0,399,87,55,50,30,77,36,17,9,1,0,1,4,3,19,0,0,1,0,3,2,0,0,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Muziekschool Noord,0363::SB606,,1209,505,1,1,0,0,0,449,60,2,0,2,0,0,509,29,58,25,40,78,32,19,28,103,4,3,4,4,28,2,1,1,0,19,10,8,0,0,0,1,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Driemaster,0363::SB607,,950,328,0,1,0,0,0,292,37,0,0,0,0,0,329,25,31,24,34,53,18,10,13,49,1,2,9,0,35,0,0,1,0,9,2,3,1,0,1,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Oranje Nassauschool,0363::SB608,,1133,508,12,8,0,2,0,478,52,0,0,2,0,0,530,59,51,18,57,141,50,6,21,43,4,2,9,0,0,2,1,2,1,7,14,1,1,1,0,2,15,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede Mgr. Bekkersschool,0363::SB609,,1138,454,2,3,0,0,0,408,52,0,0,1,0,0,460,23,54,30,33,49,15,29,16,143,6,1,3,0,25,3,0,0,0,8,10,0,0,0,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Zwanenmeer,0363::SB610,,1463,650,3,10,0,0,0,592,74,3,0,3,0,0,666,56,68,55,67,86,34,36,35,59,2,1,2,5,78,2,3,1,0,16,17,0,1,1,0,0,25,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Museum Amsterdam Noord,0363::SB611,,1154,485,4,5,0,0,0,447,43,2,4,0,2,0,490,67,37,24,53,132,46,10,27,20,1,0,11,4,27,2,0,0,0,7,7,0,1,0,0,1,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Middelbare School Hogelant,0363::SB612,,1550,424,5,4,0,0,0,376,57,0,0,0,0,0,433,34,51,49,23,58,20,24,18,70,0,0,8,3,41,1,1,0,1,9,1,4,1,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Speeltuinvereniging Nieuwendam,0363::SB613,,663,420,6,1,0,0,0,401,26,0,0,0,0,0,427,30,46,22,59,59,37,10,33,3,0,4,6,4,68,0,1,1,2,8,6,0,0,0,0,0,20,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Protestantse Gemeente Nieuwendam,0363::SB614,,976,512,2,5,0,0,0,477,42,0,0,3,0,0,519,31,46,27,84,86,40,9,42,15,0,3,6,3,87,3,0,0,2,2,3,1,1,0,0,0,19,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Buikslotermeerschool,0363::SB615,,1371,607,4,7,0,5,0,549,74,0,0,5,0,0,623,58,74,35,58,109,37,24,24,69,0,1,8,6,54,2,1,0,0,26,5,4,0,1,0,1,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Die,0363::SB616,,1238,569,5,2,2,0,0,533,45,0,0,2,0,0,578,58,69,52,59,72,38,18,39,34,1,5,8,2,83,2,0,0,1,4,7,2,0,1,0,0,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Klimop,0363::SB617,,1105,454,1,7,0,1,0,419,44,0,0,1,0,0,463,45,51,18,54,94,26,9,17,71,2,1,7,0,24,2,2,2,1,4,11,1,0,0,0,2,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau ROC-TOP,0363::SB618,,917,371,0,5,0,0,0,365,11,0,0,0,0,0,376,71,24,19,17,145,28,12,1,4,1,0,8,0,17,0,1,0,0,2,19,0,0,0,0,1,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtcentrum de Driehoek,0363::SB619,,964,641,8,4,0,1,0,590,64,0,0,1,0,0,654,78,55,47,90,95,58,16,37,19,2,3,13,2,89,0,5,0,1,10,5,2,0,1,0,0,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Kinderboom,0363::SB621,,931,441,6,3,0,0,0,394,56,0,0,0,0,0,450,42,48,12,56,90,29,1,9,74,3,1,9,0,20,2,0,2,1,12,15,5,1,0,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Het Vogelnest,0363::SB622,,1144,334,3,6,0,0,0,303,40,0,0,0,0,0,343,36,35,6,39,72,27,4,10,55,1,2,4,0,10,0,1,0,2,9,12,0,0,1,0,1,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtcentrum De Meeuw,0363::SB624,,1446,873,8,2,0,4,0,816,59,0,8,0,4,0,875,68,89,37,109,193,75,24,29,94,4,8,19,1,49,6,3,0,0,21,24,1,1,0,0,0,17,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gebouw 't Laantje,0363::SB627,,1197,477,3,0,0,0,0,441,39,0,0,0,0,0,480,22,37,18,63,86,44,11,38,24,0,3,4,0,91,3,0,0,0,7,2,0,0,0,1,0,21,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Kringloopbedrijf De Lokatie,0363::SB628,,915,489,6,5,0,0,0,457,43,0,0,0,0,0,500,68,30,31,38,112,60,12,9,36,0,4,11,2,37,0,4,0,2,9,13,0,1,0,0,0,9,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtcentrum De Valk,0363::SB629,,963,310,4,0,0,2,0,286,30,0,0,2,0,0,316,18,31,17,37,89,24,5,13,27,0,0,8,0,18,0,1,1,0,6,7,0,0,2,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Oranje Nassauschool,0363::SB630,,1149,330,3,4,0,0,0,308,29,0,0,0,0,0,337,17,32,14,48,69,31,4,28,26,0,2,2,0,25,3,1,1,2,6,11,0,0,0,0,0,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau A'DAM Toren (A'dam Lookout BV),0363::SB631,,0,493,2,2,0,0,0,453,45,1,0,1,0,0,498,81,39,43,34,155,54,10,4,1,0,1,13,0,28,0,1,1,0,10,13,1,1,0,0,1,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huis van de Wijk,0363::SB632,,1183,742,6,17,0,3,0,689,79,0,0,3,0,0,768,69,76,60,75,104,40,25,22,145,1,1,7,2,60,0,1,0,1,21,14,5,1,0,0,1,10,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Boven IJ Ziekenhuis,0363::SB633,,1249,607,4,4,0,1,0,551,63,0,1,0,0,0,614,49,69,38,67,74,40,32,44,63,1,2,6,0,61,1,1,1,0,22,12,2,0,1,0,2,18,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Bonkelaar,0363::SB634,,1088,379,0,0,0,0,0,336,43,0,0,0,0,0,379,29,40,49,50,40,14,11,12,32,3,0,3,1,62,2,3,0,1,9,8,0,0,0,1,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Eduard Douwes Dekkerhuis,0363::SB635,,1359,514,6,5,0,0,0,481,44,0,0,0,0,0,525,53,69,35,50,69,40,19,24,44,3,1,2,1,46,3,1,0,1,19,14,3,3,1,1,0,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huis van de Wijk,0363::SB636,,1120,654,5,11,0,0,0,626,44,0,0,0,0,0,670,48,72,34,69,75,40,20,56,99,6,0,3,3,59,1,1,1,0,26,11,5,0,1,0,0,23,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Senioren-flat de Wasknijper,0363::SB637,,1646,910,7,3,0,4,0,832,92,0,0,4,0,0,924,156,92,96,67,176,44,46,32,58,1,1,10,0,74,2,2,0,0,17,17,7,0,0,0,0,11,0,1
